,CellType,x_global,y_global
embryo1_Pos0_cell437_z2,Lateral plate mesoderm,1646.5921657815,1349.12240533197
embryo1_Pos0_cell438_z2,Lateral plate mesoderm,1646.70539105351,1355.63763610981
embryo1_Pos0_cell439_z2,Lateral plate mesoderm,1646.83724156822,1346.48951862614
embryo1_Pos0_cell44_z2,Erythroid,1619.55827365451,1337.74380967882
embryo1_Pos0_cell440_z2,Lateral plate mesoderm,1646.94261610243,1354.62921187789
embryo1_Pos0_cell441_z2,Lateral plate mesoderm,1646.62028610986,1358.61965376652
embryo1_Pos0_cell442_z2,Lateral plate mesoderm,1647.30997848511,1352.43459701538
embryo1_Pos0_cell443_z2,Lateral plate mesoderm,1646.95375136984,1353.54097033194
embryo1_Pos0_cell444_z2,Lateral plate mesoderm,1646.83561038348,1359.65279533037
embryo1_Pos0_cell445_z2,Lateral plate mesoderm,1647.31512619777,1357.97239052788
embryo1_Pos0_cell447_z2,Lateral plate mesoderm,1647.39966525048,1347.49215478012
embryo1_Pos0_cell449_z2,Lateral plate mesoderm,1647.26612141927,1356.75948079427
embryo1_Pos0_cell45_z2,Erythroid,1619.92101852829,1339.00189373944
embryo1_Pos0_cell450_z2,Lateral plate mesoderm,1647.5797344216,1349.24749557263
embryo1_Pos0_cell451_z2,Lateral plate mesoderm,1647.52074787278,1351.12412748629
embryo1_Pos0_cell452_z2,Lateral plate mesoderm,1647.66537925845,1353.84766825692
embryo1_Pos0_cell453_z2,Lateral plate mesoderm,1647.65634290307,1355.98977418072
embryo1_Pos0_cell454_z2,Lateral plate mesoderm,1647.70388198949,1329.43882204452
embryo1_Pos0_cell455_z2,Lateral plate mesoderm,1647.59766973016,1359.62552872172
embryo1_Pos0_cell456_z2,Lateral plate mesoderm,1647.74201545459,1358.81674542523
embryo1_Pos0_cell457_z2,Lateral plate mesoderm,1647.75373722957,1354.98088399773
embryo1_Pos0_cell458_z2,Splanchnic mesoderm,1647.79973610867,1357.29350366485
embryo1_Pos0_cell46_z2,Erythroid,1620.15367713341,1337.88517796953
embryo1_Pos0_cell47_z2,Lateral plate mesoderm,1620.26369280134,1353.46374860491
embryo1_Pos0_cell48_z2,Endothelium,1620.39796137901,1336.22378154185
embryo1_Pos0_cell50_z2,Endothelium,1620.78669138479,1348.80825946514
embryo1_Pos0_cell51_z2,Lateral plate mesoderm,1620.67812788252,1355.81396615399
embryo1_Pos0_cell53_z2,Lateral plate mesoderm,1621.44565429688,1359.61446777344
embryo1_Pos0_cell54_z2,Lateral plate mesoderm,1621.461319748,1357.96820549471
embryo1_Pos0_cell55_z2,Erythroid,1621.11070968232,1338.34688020646
embryo1_Pos0_cell56_z2,Lateral plate mesoderm,1621.51973365718,1352.39043511285
embryo1_Pos0_cell57_z2,Endothelium,1621.82261078933,1337.5959337958
embryo1_Pos0_cell59_z2,Gut tube,1621.58958494627,1335.44981040611
embryo1_Pos0_cell61_z2,Lateral plate mesoderm,1621.44963050956,1354.39717098797
embryo1_Pos0_cell62_z2,Gut tube,1621.5684183055,1336.49450262662
embryo1_Pos0_cell63_z2,Erythroid,1621.99581562914,1347.16737151038
embryo1_Pos0_cell64_z2,Lateral plate mesoderm,1622.26089783908,1356.35506036353
embryo1_Pos0_cell65_z2,Erythroid,1622.28993761594,1339.57493333512
embryo1_Pos0_cell66_z2,Lateral plate mesoderm,1622.38988026851,1355.24208833924
embryo1_Pos0_cell67_z2,Lateral plate mesoderm,1622.51273461859,1358.90653510753
embryo1_Pos0_cell68_z2,Erythroid,1622.41724199264,1344.71597042217
embryo1_Pos0_cell7_z2,Haematoendothelial progenitors,1617.56731592466,1345.78631006528
embryo1_Pos0_cell70_z2,Haematoendothelial progenitors,1622.56505669488,1351.35167778863
embryo1_Pos0_cell71_z2,Gut tube,1623.10882700852,1334.63330184119
embryo1_Pos0_cell72_z2,Gut tube,1622.55373875099,1336.44410415843
embryo1_Pos0_cell73_z2,Erythroid,1623.14957185114,1338.45560644217
embryo1_Pos0_cell74_z2,Allantois,1623.13850173837,1354.69262332548
embryo1_Pos0_cell75_z2,Lateral plate mesoderm,1622.83950709293,1352.83094271323
embryo1_Pos0_cell76_z2,Lateral plate mesoderm,1622.84536349826,1357.58327148438
embryo1_Pos0_cell77_z2,Gut tube,1622.96809246789,1335.76857415884
embryo1_Pos0_cell79_z2,Erythroid,1623.03524720435,1346.04320331648
embryo1_Pos0_cell8_z2,Allantois,1617.57692267923,1347.5814263557
embryo1_Pos0_cell80_z2,Erythroid,1623.5256293603,1350.73373086514
embryo1_Pos0_cell81_z2,Lateral plate mesoderm,1623.2561577691,1359.59513346354
embryo1_Pos0_cell82_z2,Erythroid,1623.33128443435,1349.57696187199
embryo1_Pos0_cell83_z2,Gut tube,1623.72246955423,1336.93202837776
embryo1_Pos0_cell84_z2,Erythroid,1623.64433149858,1344.40974262332
embryo1_Pos0_cell85_z2,Erythroid,1623.8810554091,1342.72009337477
embryo1_Pos0_cell86_z2,Erythroid,1623.78507522285,1347.0198696575
embryo1_Pos0_cell87_z2,Erythroid,1624.61476834875,1348.41490121439
embryo1_Pos0_cell88_z2,Lateral plate mesoderm,1624.04896738831,1357.89807472766
embryo1_Pos0_cell9_z2,Lateral plate mesoderm,1618.63391474436,1348.41330242399
embryo1_Pos0_cell90_z2,Gut tube,1624.16546103395,1335.41273630401
embryo1_Pos0_cell91_z2,Endothelium,1624.41969706099,1340.10607839103
embryo1_Pos0_cell92_z2,Erythroid,1624.22251387975,1351.73929516439
embryo1_Pos0_cell93_z2,Erythroid,1624.11190606241,1345.57586152675
embryo1_Pos0_cell94_z2,Allantois,1624.00894216764,1352.95972152599
embryo1_Pos0_cell95_z2,Allantois,1624.36578146385,1354.37180336166
embryo1_Pos0_cell96_z2,Lateral plate mesoderm,1624.42812212776,1359.73938131893
embryo1_Pos0_cell97_z2,Gut tube,1624.56026905981,1337.38154281568
embryo1_Pos0_cell98_z2,Allantois,1625.03965264125,1356.26998169754
embryo1_Pos0_cell99_z2,Gut tube,1624.75372655259,1338.41307974104
embryo1_Pos1_cell1_z2,Forebrain/Midbrain/Hindbrain,1586.5234039905,1330.0594878685
embryo1_Pos1_cell10_z2,Forebrain/Midbrain/Hindbrain,1586.37951524018,1340.74004468953
embryo1_Pos1_cell100_z2,Forebrain/Midbrain/Hindbrain,1591.35235728219,1349.26374577197
embryo1_Pos1_cell101_z2,Forebrain/Midbrain/Hindbrain,1591.09697407843,1334.65741476411
embryo1_Pos1_cell102_z2,Forebrain/Midbrain/Hindbrain,1590.9242613216,1350.31711691004
embryo1_Pos1_cell103_z2,Forebrain/Midbrain/Hindbrain,1591.17186851839,1352.87670034223
embryo1_Pos1_cell104_z2,Forebrain/Midbrain/Hindbrain,1591.51079422892,1336.43764005778
embryo1_Pos1_cell105_z2,Forebrain/Midbrain/Hindbrain,1590.93293271427,1344.52474101106
embryo1_Pos1_cell106_z2,Forebrain/Midbrain/Hindbrain,1591.34233533758,1347.16456938781
embryo1_Pos1_cell108_z2,Forebrain/Midbrain/Hindbrain,1591.81144457921,1345.67632511034
embryo1_Pos1_cell109_z2,Forebrain/Midbrain/Hindbrain,1591.59837524834,1340.9121035022
embryo1_Pos1_cell11_z2,Forebrain/Midbrain/Hindbrain,1586.70295508395,1342.40651960984
embryo1_Pos1_cell110_z2,Forebrain/Midbrain/Hindbrain,1591.42740845328,1354.51584749269
embryo1_Pos1_cell111_z2,Forebrain/Midbrain/Hindbrain,1591.96513473387,1338.27699957127
embryo1_Pos1_cell112_z2,Forebrain/Midbrain/Hindbrain,1592.20742917116,1343.59331054688
embryo1_Pos1_cell113_z2,Forebrain/Midbrain/Hindbrain,1591.67499457465,1351.40936957465
embryo1_Pos1_cell114_z2,Forebrain/Midbrain/Hindbrain,1592.23072139069,1342.36400989407
embryo1_Pos1_cell115_z2,Forebrain/Midbrain/Hindbrain,1591.90899658203,1350.53468540737
embryo1_Pos1_cell116_z2,Forebrain/Midbrain/Hindbrain,1591.94311523438,1353.70320638021
embryo1_Pos1_cell117_z2,Forebrain/Midbrain/Hindbrain,1592.2099535393,1348.20449531118
embryo1_Pos1_cell118_z2,Forebrain/Midbrain/Hindbrain,1593.40727726691,1347.09177878224
embryo1_Pos1_cell12_z2,Forebrain/Midbrain/Hindbrain,1586.47875885295,1344.25287538332
embryo1_Pos1_cell120_z2,Forebrain/Midbrain/Hindbrain,1593.00502825102,1339.59301823178
embryo1_Pos1_cell121_z2,Forebrain/Midbrain/Hindbrain,1592.49891171213,1344.43727241128
embryo1_Pos1_cell122_z2,Forebrain/Midbrain/Hindbrain,1592.67519151621,1336.75002029051
embryo1_Pos1_cell123_z2,Erythroid,1592.80120875363,1341.06431611781
embryo1_Pos1_cell124_z2,Forebrain/Midbrain/Hindbrain,1592.69348268671,1349.0813203456
embryo1_Pos1_cell125_z2,Forebrain/Midbrain/Hindbrain,1593.86892754113,1344.88379337594
embryo1_Pos1_cell126_z2,Forebrain/Midbrain/Hindbrain,1592.98856898717,1353.55932617188
embryo1_Pos1_cell127_z2,Forebrain/Midbrain/Hindbrain,1593.44639343489,1346.11296087215
embryo1_Pos1_cell129_z2,Forebrain/Midbrain/Hindbrain,1593.9991076059,1338.22787207659
embryo1_Pos1_cell13_z2,Forebrain/Midbrain/Hindbrain,1586.32117765853,1346.02888207297
embryo1_Pos1_cell130_z2,Forebrain/Midbrain/Hindbrain,1593.60557439263,1348.76860169594
embryo1_Pos1_cell133_z2,Forebrain/Midbrain/Hindbrain,1594.79340226595,1343.33432985702
embryo1_Pos1_cell138_z2,Forebrain/Midbrain/Hindbrain,1595.68708960977,1346.21589881926
embryo1_Pos1_cell14_z2,Forebrain/Midbrain/Hindbrain,1586.38701975872,1347.23011087318
embryo1_Pos1_cell141_z2,Haematoendothelial progenitors,1595.62295635095,1341.12170547314
embryo1_Pos1_cell142_z2,Endothelium,1596.07734711064,1347.35265866175
embryo1_Pos1_cell144_z2,Forebrain/Midbrain/Hindbrain,1596.39991610144,1344.86977977443
embryo1_Pos1_cell147_z2,Neural crest,1596.46768272191,1340.05503270632
embryo1_Pos1_cell148_z2,Cranial mesoderm,1596.57661278568,1354.01917258712
embryo1_Pos1_cell149_z2,Endothelium,1596.76466364626,1343.29067542905
embryo1_Pos1_cell15_z2,Forebrain/Midbrain/Hindbrain,1586.74350120908,1348.35301571801
embryo1_Pos1_cell150_z2,Erythroid,1596.33618863606,1349.74296469265
embryo1_Pos1_cell151_z2,Cranial mesoderm,1596.67291190144,1352.10274792805
embryo1_Pos1_cell157_z2,Neural crest,1597.87345895569,1349.0555131555
embryo1_Pos1_cell158_z2,Erythroid,1597.44421111962,1346.62719569559
embryo1_Pos1_cell159_z2,Haematoendothelial progenitors,1597.49788848133,1357.9438059737
embryo1_Pos1_cell160_z2,Neural crest,1597.92992375356,1353.25925906009
embryo1_Pos1_cell162_z2,Surface ectoderm,1598.13379435712,1341.46541615681
embryo1_Pos1_cell163_z2,Cranial mesoderm,1597.71606134305,1358.97666461402
embryo1_Pos1_cell164_z2,Cranial mesoderm,1597.70312349605,1340.06284340108
embryo1_Pos1_cell165_z2,Endothelium,1598.33630436372,1344.22976505055
embryo1_Pos1_cell168_z2,Endothelium,1598.14263762145,1354.6946224779
embryo1_Pos1_cell17_z2,Forebrain/Midbrain/Hindbrain,1586.67161498031,1350.24155432228
embryo1_Pos1_cell170_z2,Neural crest,1598.11771395597,1351.18192560369
embryo1_Pos1_cell171_z2,Neural crest,1598.17604864211,1343.01064113296
embryo1_Pos1_cell172_z2,Neural crest,1598.75961217457,1352.00173132834
embryo1_Pos1_cell173_z2,Neural crest,1598.75019162525,1350.34618526083
embryo1_Pos1_cell174_z2,Erythroid,1598.55698939732,1346.90117785395
embryo1_Pos1_cell175_z2,Neural crest,1599.15619592859,1358.80516431156
embryo1_Pos1_cell176_z2,Neural crest,1599.06571089238,1357.02648402047
embryo1_Pos1_cell177_z2,Surface ectoderm,1599.30389800629,1342.44526141719
embryo1_Pos1_cell178_z2,Neural crest,1598.97087854456,1355.80113028067
embryo1_Pos1_cell18_z2,Forebrain/Midbrain/Hindbrain,1586.77277621046,1351.52824013792
embryo1_Pos1_cell180_z2,Cranial mesoderm,1599.73725981749,1353.89049346092
embryo1_Pos1_cell181_z2,Neural crest,1599.39507974531,1349.76632238824
embryo1_Pos1_cell182_z2,Surface ectoderm,1599.85365508749,1340.81432991688
embryo1_Pos1_cell183_z2,Surface ectoderm,1600.04980143229,1343.93429036458
embryo1_Pos1_cell184_z2,Cranial mesoderm,1599.69240056818,1346.75069247159
embryo1_Pos1_cell185_z2,Neural crest,1599.76948862227,1348.82770001447
embryo1_Pos1_cell186_z2,Surface ectoderm,1600.11195022391,1345.50912513893
embryo1_Pos1_cell187_z2,Neural crest,1599.92666586343,1356.10654106636
embryo1_Pos1_cell188_z2,Neural crest,1600.12009516697,1359.61211416207
embryo1_Pos1_cell189_z2,Neural crest,1600.30900278981,1351.16736657923
embryo1_Pos1_cell19_z2,Forebrain/Midbrain/Hindbrain,1587.06093509862,1352.39367475666
embryo1_Pos1_cell190_z2,Neural crest,1600.83477509911,1349.54145362057
embryo1_Pos1_cell191_z2,Neural crest,1600.70577009754,1357.27471887713
embryo1_Pos1_cell192_z2,Neural crest,1600.62217999887,1347.43429314802
embryo1_Pos1_cell193_z2,Haematoendothelial progenitors,1600.83507806855,1342.92594165839
embryo1_Pos1_cell194_z2,Neural crest,1600.74083760184,1356.08792387372
embryo1_Pos1_cell195_z2,Lateral plate mesoderm,1601.40065801711,1345.3338797433
embryo1_Pos1_cell196_z2,Neural crest,1600.87127323238,1358.20540030144
embryo1_Pos1_cell197_z2,Neural crest,1601.37750719916,1359.22174004298
embryo1_Pos1_cell198_z2,Neural crest,1601.06885720365,1355.0376508489
embryo1_Pos1_cell199_z2,Lateral plate mesoderm,1601.30836698593,1341.65066083046
embryo1_Pos1_cell2_z2,Forebrain/Midbrain/Hindbrain,1586.45465534489,1331.44882574314
embryo1_Pos1_cell20_z2,Forebrain/Midbrain/Hindbrain,1586.52062810336,1353.44317502392
embryo1_Pos1_cell200_z2,Neural crest,1601.28883998068,1353.34260857501
embryo1_Pos1_cell201_z2,Lateral plate mesoderm,1601.38322833054,1340.28431058584
embryo1_Pos1_cell202_z2,Mixed mesenchymal mesoderm,1601.22615078356,1346.5989434056
embryo1_Pos1_cell203_z2,Neural crest,1601.39831162819,1351.77727870215
embryo1_Pos1_cell204_z2,Neural crest,1601.22631001269,1359.81480159923
embryo1_Pos1_cell205_z2,Surface ectoderm,1601.68541813065,1348.39244593598
embryo1_Pos1_cell206_z2,Lateral plate mesoderm,1602.03423512394,1343.71577001586
embryo1_Pos1_cell207_z2,Surface ectoderm,1601.73943536932,1356.84995709044
embryo1_Pos1_cell208_z2,Surface ectoderm,1601.93888056358,1357.8425118971
embryo1_Pos1_cell209_z2,Surface ectoderm,1601.98821739784,1355.79676607572
embryo1_Pos1_cell21_z2,Forebrain/Midbrain/Hindbrain,1586.36906881893,1354.57882869945
embryo1_Pos1_cell210_z2,Surface ectoderm,1602.34800917868,1354.24690966038
embryo1_Pos1_cell211_z2,Lateral plate mesoderm,1602.34297917398,1340.82543396682
embryo1_Pos1_cell212_z2,Lateral plate mesoderm,1601.94922878318,1342.45809811109
embryo1_Pos1_cell213_z2,Surface ectoderm,1602.63112871999,1350.20403342527
embryo1_Pos1_cell214_z2,Surface ectoderm,1602.2788632521,1347.01830568836
embryo1_Pos1_cell215_z2,Lateral plate mesoderm,1602.75180664063,1344.84330078125
embryo1_Pos1_cell216_z2,Surface ectoderm,1602.52643056017,1358.96229741523
embryo1_Pos1_cell217_z2,Surface ectoderm,1602.58439801096,1352.04495835578
embryo1_Pos1_cell218_z2,Lateral plate mesoderm,1602.94012215945,1342.08575476594
embryo1_Pos1_cell219_z2,Surface ectoderm,1602.80278056377,1348.42072627937
embryo1_Pos1_cell22_z2,Forebrain/Midbrain/Hindbrain,1586.93400500792,1355.61780415347
embryo1_Pos1_cell220_z2,Surface ectoderm,1603.04447134031,1356.22776865858
embryo1_Pos1_cell221_z2,Surface ectoderm,1603.37469765366,1353.17920406923
embryo1_Pos1_cell222_z2,Lateral plate mesoderm,1603.23783119536,1346.97526432428
embryo1_Pos1_cell223_z2,Surface ectoderm,1603.46748234675,1352.11580716647
embryo1_Pos1_cell224_z2,Lateral plate mesoderm,1603.52743625913,1345.51245673633
embryo1_Pos1_cell225_z2,Surface ectoderm,1603.57013291702,1358.42378790456
embryo1_Pos1_cell226_z2,Lateral plate mesoderm,1603.56330162709,1343.0783998985
embryo1_Pos1_cell227_z2,Lateral plate mesoderm,1603.61020331173,1340.99968268027
embryo1_Pos1_cell228_z2,Surface ectoderm,1604.05053710938,1354.09091431679
embryo1_Pos1_cell229_z2,Lateral plate mesoderm,1604.56111239347,1347.78772283381
embryo1_Pos1_cell23_z2,Forebrain/Midbrain/Hindbrain,1586.17219819568,1356.38081054687
embryo1_Pos1_cell230_z2,Surface ectoderm,1604.69168777643,1350.65216305195
embryo1_Pos1_cell231_z2,Lateral plate mesoderm,1604.46702621922,1346.1484116063
embryo1_Pos1_cell232_z2,Lateral plate mesoderm,1604.02738683364,1344.35044784891
embryo1_Pos1_cell234_z2,Surface ectoderm,1604.26015917661,1349.55196344514
embryo1_Pos1_cell236_z2,Lateral plate mesoderm,1604.2801452358,1343.51849783283
embryo1_Pos1_cell237_z2,Lateral plate mesoderm,1604.74289336882,1342.13608811485
embryo1_Pos1_cell239_z2,Lateral plate mesoderm,1604.74379882812,1345.23513997396
embryo1_Pos1_cell24_z2,Forebrain/Midbrain/Hindbrain,1586.73543376681,1356.93600239814
embryo1_Pos1_cell240_z2,Lateral plate mesoderm,1605.77876334668,1344.19496286353
embryo1_Pos1_cell241_z2,Intermediate mesoderm,1605.24590264951,1348.96743569664
embryo1_Pos1_cell242_z2,Lateral plate mesoderm,1605.99473591257,1346.29215529422
embryo1_Pos1_cell243_z2,Lateral plate mesoderm,1606.11002845456,1342.65272871568
embryo1_Pos1_cell244_z2,Lateral plate mesoderm,1605.92716471354,1345.16414388021
embryo1_Pos1_cell245_z2,Lateral plate mesoderm,1606.27014160156,1349.61315917969
embryo1_Pos1_cell246_z2,Haematoendothelial progenitors,1606.38294258018,1347.93124782132
embryo1_Pos1_cell247_z2,Surface ectoderm,1606.37235947196,1350.99842953513
embryo1_Pos1_cell248_z2,Lateral plate mesoderm,1606.92935891976,1345.47199358259
embryo1_Pos1_cell249_z2,Lateral plate mesoderm,1607.55296401222,1342.25264687113
embryo1_Pos1_cell25_z2,Forebrain/Midbrain/Hindbrain,1586.24548652845,1358.06502278646
embryo1_Pos1_cell250_z2,Intermediate mesoderm,1607.77265796813,1348.85515699268
embryo1_Pos1_cell251_z2,Surface ectoderm,1607.19350350621,1351.44237398814
embryo1_Pos1_cell252_z2,Lateral plate mesoderm,1608.22048688616,1343.18930431548
embryo1_Pos1_cell253_z2,Lateral plate mesoderm,1607.77906166635,1345.78874392626
embryo1_Pos1_cell254_z2,Surface ectoderm,1608.10085074611,1352.54492575025
embryo1_Pos1_cell255_z2,Endothelium,1608.30365716707,1350.69909633647
embryo1_Pos1_cell256_z2,Lateral plate mesoderm,1608.54963312201,1346.95257028048
embryo1_Pos1_cell257_z2,Lateral plate mesoderm,1608.84137557038,1344.02279149959
embryo1_Pos1_cell258_z2,Lateral plate mesoderm,1608.89290349706,1341.5708235439
embryo1_Pos1_cell259_z2,Lateral plate mesoderm,1609.29948898199,1345.29084155833
embryo1_Pos1_cell260_z2,Lateral plate mesoderm,1609.37784390836,1348.43954098784
embryo1_Pos1_cell261_z2,Surface ectoderm,1609.52504857708,1353.90143936275
embryo1_Pos1_cell262_z2,Haematoendothelial progenitors,1609.8042244916,1351.97184187539
embryo1_Pos1_cell263_z2,Endothelium,1610.08597342094,1349.53310997409
embryo1_Pos1_cell264_z2,Lateral plate mesoderm,1610.00503217617,1346.85662346917
embryo1_Pos1_cell265_z2,Lateral plate mesoderm,1610.18383204794,1343.97584259816
embryo1_Pos1_cell266_z2,Lateral plate mesoderm,1610.05026667668,1342.56292693309
embryo1_Pos1_cell267_z2,Endothelium,1610.4134126551,1341.50615737017
embryo1_Pos1_cell268_z2,Haematoendothelial progenitors,1610.3648260336,1353.00315222276
embryo1_Pos1_cell269_z2,Lateral plate mesoderm,1611.37565886514,1350.2381290553
embryo1_Pos1_cell27_z2,Forebrain/Midbrain/Hindbrain,1587.21610320561,1336.66722857763
embryo1_Pos1_cell270_z2,Surface ectoderm,1610.60425579737,1354.72004820809
embryo1_Pos1_cell271_z2,Lateral plate mesoderm,1611.10265249816,1346.26372165124
embryo1_Pos1_cell272_z2,Lateral plate mesoderm,1611.21749802413,1347.97782087257
embryo1_Pos1_cell274_z2,Lateral plate mesoderm,1611.55160786514,1353.8045195451
embryo1_Pos1_cell275_z2,Lateral plate mesoderm,1611.34086374856,1344.61498024907
embryo1_Pos1_cell276_z2,Lateral plate mesoderm,1611.30313535748,1343.36451674953
embryo1_Pos1_cell277_z2,Lateral plate mesoderm,1611.71100112453,1352.46984937263
embryo1_Pos1_cell278_z2,Lateral plate mesoderm,1612.08318350248,1351.551207013
embryo1_Pos1_cell279_z2,Haematoendothelial progenitors,1611.43298780097,1355.05751392802
embryo1_Pos1_cell28_z2,Forebrain/Midbrain/Hindbrain,1587.03447522615,1338.40030067845
embryo1_Pos1_cell280_z2,Endothelium,1611.81639462426,1342.17488404584
embryo1_Pos1_cell281_z2,Surface ectoderm,1611.92731673342,1356.37275811984
embryo1_Pos1_cell282_z2,Lateral plate mesoderm,1612.35464830208,1345.51424178724
embryo1_Pos1_cell283_z2,Surface ectoderm,1612.43815833782,1357.50531216325
embryo1_Pos1_cell284_z2,Lateral plate mesoderm,1612.69828707434,1353.26242927585
embryo1_Pos1_cell285_z2,Lateral plate mesoderm,1612.77120221734,1348.13397261348
embryo1_Pos1_cell286_z2,Lateral plate mesoderm,1612.61016778335,1343.80793785786
embryo1_Pos1_cell287_z2,Lateral plate mesoderm,1612.7701731612,1355.17829053925
embryo1_Pos1_cell288_z2,Haematoendothelial progenitors,1612.797077552,1343.00755295618
embryo1_Pos1_cell289_z2,Lateral plate mesoderm,1612.96275009259,1346.82181206352
embryo1_Pos1_cell290_z2,Lateral plate mesoderm,1612.80190567232,1349.32211088798
embryo1_Pos1_cell291_z2,Lateral plate mesoderm,1612.88307913597,1350.54674995236
embryo1_Pos1_cell292_z2,Surface ectoderm,1613.01180438538,1358.91211841725
